Assembly Accession	Assembly Name	Organism Name	Organism Taxonomic ID	Assembly Level
GCA_964083775.1	INEI109263	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964083785.1	INEI109301	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964083795.1	INEI109287	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964083825.1	INEI109306	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964083845.1	INEI109333	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964083875.1	INEI109269	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964083895.1	INEI109281	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964083925.1	INEI109505	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964083955.1	INEI109437	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964084045.1	INEI109503	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964084085.1	INEI109504	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964084145.1	INEI109496	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964084165.1	INEI109674	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964084195.1	INEI109848	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964084215.1	INEI109844	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964084235.1	INEI109612	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964084275.1	INEI109417	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964084455.1	INEI109419	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964084495.1	INEI109401	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964084525.1	INEI109833	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964084685.1	INEI109534	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964084705.1	INEI109507	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964084745.1	INEI109571	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964084775.1	INEI109697	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964084835.1	INEI109516	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964084845.1	INEI109613	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964084885.1	INEI109610	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964084905.1	INEI109569	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964084935.1	INEI109415	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964085005.1	INEI109675	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964085035.1	INEI109451	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964085145.1	INEI109667	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964085255.1	INEI109829	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964085285.1	INEI109624	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964085385.1	INEI109717	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964085425.1	INEI109718	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964085465.1	INEI109712	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964085515.1	INEI109615	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964085685.1	INEI109436	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964085775.1	INEI109456	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964085845.1	INEI109599	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964085885.1	INEI109601	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964085895.1	INEI109607	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964085905.1	INEI109609	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964085925.1	INEI109577	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964085945.1	INEI109582	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964085965.1	INEI109574	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964086025.1	INEI109964	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964086055.1	INEI109952	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964086075.1	INEI109953	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964086135.1	INEI109495	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964086155.1	INEI109497	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964086185.1	INEI109568	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964086215.1	INEI109957	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964086245.1	INEI109449	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964086275.1	INEI109492	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964086335.1	INEI109594	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964086405.1	INEI109566	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964086415.1	INEI109562	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964086485.1	INEI109590	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964086525.1	INEI109459	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964086535.1	INEI109506	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964086545.1	INEI109491	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964086565.1	INEI109528	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964086575.1	INEI109559	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964086585.1	INEI109530	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964086605.1	INEI109468	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964086645.1	INEI109457	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964086665.1	INEI109570	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964086865.1	INEI109455	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964087215.1	INEI113336	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964087425.1	INEI113852	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964088335.1	INEI113464	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964088455.1	INEI110564	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964088465.1	INEI110569	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964088475.1	INEI110591	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964088635.1	INEI110522	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964088755.1	INEI110496	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964088785.1	INEI110472	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964088805.1	INEI110501	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964088825.1	INEI110452	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964088835.1	INEI110460	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964088845.1	INEI110441	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964088955.1	INEI110307	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964088995.1	INEI110310	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964089135.1	INEI110145	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964089155.1	INEI110132	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964089165.1	INEI110192	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964089185.1	INEI110214	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964089205.1	INEI110143	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964089215.1	INEI110159	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964089225.1	INEI110163	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964089245.1	INEI110210	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964089265.1	INEI110164	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964089315.1	INEI110162	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964089395.1	INEI110825	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964089425.1	INEI110215	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964089625.1	INEI110578	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964089725.1	INEI110002	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964089755.1	INEI110540	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964089785.1	INEI110537	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964089795.1	INEI110490	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964089805.1	INEI110467	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964089825.1	INEI110462	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964089845.1	INEI110447	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964089855.1	INEI110453	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964089895.1	INEI110446	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964089905.1	INEI110444	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964089955.1	INEI110458	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964089975.1	INEI110209	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964089995.1	INEI110003	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964090005.1	INEI110171	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964090035.1	INEI110306	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964090055.1	INEI110166	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964090105.1	INEI110169	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964090125.1	INEI110246	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964090175.1	INEI110239	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964090205.1	INEI110240	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964090235.1	INEI110470	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964090265.1	INEI110005	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964090325.1	INEI110133	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964090385.1	INEI110798	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964090405.1	INEI110138	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964090525.1	INEI110001	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964090605.1	INEI110006	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964090685.1	INEI109913	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964090695.1	INEI109908	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964090715.1	INEI109925	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964090745.1	INEI110141	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964090795.1	INEI109866	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964090825.1	INEI109869	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964090845.1	INEI110713	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964090855.1	INEI110719	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964090865.1	INEI110870	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964090945.1	INEI110871	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964090965.1	INEI110173	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964091065.1	INEI110802	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964091075.1	INEI110797	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964091085.1	INEI110792	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964091105.1	INEI110791	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964091195.1	INEI110796	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964091215.1	INEI110147	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964091245.1	INEI110764	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964091315.1	INEI110180	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964091335.1	INEI110795	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964091375.1	INEI110182	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964091395.1	INEI110197	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964091415.1	INEI110709	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964091485.1	INEI110800	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964091635.1	INEI110983	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964091675.1	INEI110864	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964091855.1	INEI110935	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964091895.1	INEI110962	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964091935.1	INEI110999	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964091985.1	INEI111323	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964092025.1	INEI111000	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964092215.1	INEI110971	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964092245.1	INEI110964	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964092335.1	INEI111075	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964092445.1	INEI111076	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964092495.1	INEI111077	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964092505.1	INEI111082	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964092755.1	INEI111012	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964092865.1	INEI111238	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964092925.1	INEI111227	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964092935.1	INEI111230	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964092945.1	INEI111226	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964092955.1	INEI111225	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964092965.1	INEI111232	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964092975.1	INEI111233	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964093005.1	INEI111155	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964093015.1	INEI111172	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964093045.1	INEI111158	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964093075.1	INEI111044	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964093105.1	INEI111295	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964093115.1	INEI111184	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964093155.1	INEI111045	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964093235.1	INEI111178	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964093285.1	INEI111186	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964093295.1	INEI111049	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964093325.1	INEI111163	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964093375.1	INEI111212	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
